,stimulus_left,stimulus_right,reward_left,reward_right,ppt,trial,responses
9071,2,1,0.0,0.0,76,72,0
9072,4,1,0.0,1.0,76,73,0
9073,4,3,0.0,0.0,76,74,1
9074,4,2,0.0,0.0,76,75,1
9075,2,4,0.0,0.0,76,76,1
9076,1,2,1.0,0.0,76,77,0
9077,2,1,0.0,1.0,76,78,0
9078,4,2,0.0,0.0,76,79,0
9079,4,3,0.0,0.0,76,80,0
9080,1,4,0.0,0.0,76,81,1
9081,3,4,1.0,0.0,76,82,0
9082,4,3,0.0,1.0,76,83,0
9083,1,3,1.0,0.0,76,84,0
9084,1,4,1.0,1.0,76,85,1
9085,3,1,0.0,0.0,76,86,0
9086,1,4,0.0,0.0,76,87,0
9087,2,4,0.0,0.0,76,88,1
9088,1,3,1.0,0.0,76,89,1
9089,2,4,0.0,0.0,76,90,1
9090,2,3,0.0,1.0,76,91,1
9091,4,1,0.0,1.0,76,92,1
9092,3,4,0.0,0.0,76,93,0
9093,4,2,0.0,1.0,76,94,0
9094,1,2,1.0,1.0,76,95,1
9095,1,4,1.0,0.0,76,96,0
9096,1,3,1.0,0.0,76,97,0
9097,2,3,0.0,0.0,76,98,0
9098,2,1,0.0,1.0,76,99,1
9099,1,4,1.0,0.0,76,100,1
9100,3,1,1.0,1.0,76,101,1
9101,3,2,1.0,0.0,76,102,0
9102,1,3,1.0,0.0,76,103,1
9103,3,1,0.0,1.0,76,104,1
9104,1,4,1.0,0.0,76,105,0
9105,4,3,0.0,1.0,76,106,1
9106,2,1,0.0,1.0,76,107,0
9107,3,4,0.0,0.0,76,108,0
9108,1,2,1.0,1.0,76,109,1
9109,3,4,0.0,0.0,76,110,0
9110,3,4,0.0,0.0,76,111,0
9111,4,3,0.0,1.0,76,112,0
9112,2,4,0.0,0.0,76,113,1
9113,4,3,0.0,1.0,76,114,0
9114,2,4,0.0,0.0,76,115,1
9115,4,1,0.0,1.0,76,116,1
9116,1,2,1.0,0.0,76,117,1
9117,1,2,1.0,0.0,76,118,0
9118,4,2,0.0,0.0,76,119,1
9119,2,4,0.0,0.0,76,120,0
9120,1,4,1.0,0.0,77,1,0
9121,1,2,1.0,0.0,77,2,1
9122,4,3,0.0,1.0,77,3,0
9123,2,4,0.0,0.0,77,4,1
9124,2,3,0.0,0.0,77,5,0
9125,2,4,0.0,0.0,77,6,0
9126,2,4,0.0,0.0,77,7,1
9127,4,1,1.0,1.0,77,8,0
9128,3,4,1.0,0.0,77,9,0
9129,2,4,0.0,0.0,77,10,0
9130,1,2,1.0,1.0,77,11,1
9131,2,3,0.0,1.0,77,12,0
9132,1,2,1.0,0.0,77,13,1
9133,3,2,0.0,0.0,77,14,0
9134,3,4,0.0,0.0,77,15,0
9135,4,3,0.0,0.0,77,16,0
9136,3,4,0.0,0.0,77,17,0
9137,4,1,0.0,0.0,77,18,1
9138,3,1,0.0,0.0,77,19,1
9139,1,3,1.0,0.0,77,20,0
9140,1,2,1.0,0.0,77,21,0
9141,2,1,0.0,0.0,77,22,1
9142,4,2,0.0,0.0,77,23,0
9143,1,4,1.0,0.0,77,24,1
9144,1,4,1.0,1.0,77,25,0
9145,4,1,1.0,1.0,77,26,0
9146,1,4,1.0,1.0,77,27,1
9147,1,4,0.0,1.0,77,28,1
9148,2,3,0.0,1.0,77,29,1
9149,4,1,0.0,1.0,77,30,0
9150,4,1,0.0,1.0,77,31,0
9151,3,2,1.0,0.0,77,32,1
9152,1,4,1.0,0.0,77,33,1
9153,2,4,0.0,0.0,77,34,0
9154,1,2,1.0,1.0,77,35,1
9155,4,1,0.0,1.0,77,36,0
9156,1,2,1.0,0.0,77,37,0
9157,4,1,0.0,1.0,77,38,1
9158,2,4,0.0,0.0,77,39,0
9159,4,2,0.0,1.0,77,40,0
9160,2,3,0.0,0.0,77,41,1
9161,3,4,0.0,0.0,77,42,0
9162,2,4,0.0,0.0,77,43,0
9163,1,4,0.0,1.0,77,44,0
9164,3,2,0.0,0.0,77,45,0
9165,2,1,0.0,1.0,77,46,0
9166,3,1,1.0,1.0,77,47,0
9167,2,4,0.0,0.0,77,48,1
9168,3,2,1.0,0.0,77,49,1
9169,3,1,1.0,1.0,77,50,0
9170,3,4,1.0,0.0,77,51,0
9171,4,2,0.0,1.0,77,52,0
9172,3,2,1.0,1.0,77,53,1
9173,2,1,0.0,1.0,77,54,0
9174,2,3,0.0,1.0,77,55,0
9175,2,1,0.0,0.0,77,56,0
9176,3,1,0.0,0.0,77,57,0
9177,3,1,1.0,1.0,77,58,0
9178,2,3,0.0,1.0,77,59,0
9179,4,3,0.0,0.0,77,60,0
9180,1,3,1.0,0.0,77,61,0
9181,3,2,0.0,0.0,77,62,0
9182,1,3,1.0,1.0,77,63,0
9183,2,1,0.0,1.0,77,64,0
9184,3,2,0.0,0.0,77,65,0
9185,4,2,0.0,1.0,77,66,1
9186,4,3,0.0,1.0,77,67,0
9187,1,3,1.0,0.0,77,68,0
9188,1,3,1.0,0.0,77,69,0
9189,2,1,0.0,1.0,77,70,1
9190,4,2,0.0,0.0,77,71,1
9191,4,1,0.0,0.0,77,72,0
9192,2,3,0.0,0.0,77,73,1
9193,1,4,0.0,0.0,77,74,1
9194,1,4,0.0,0.0,77,75,0
9195,3,1,0.0,1.0,77,76,0
9196,1,3,1.0,0.0,77,77,1
9197,2,3,0.0,1.0,77,78,1
9198,3,4,1.0,0.0,77,79,1
9199,2,3,0.0,1.0,77,80,1
9200,4,2,0.0,0.0,77,81,1
9201,3,4,0.0,0.0,77,82,0
9202,4,3,0.0,0.0,77,83,0
9203,4,1,0.0,1.0,77,84,0
9204,1,3,1.0,0.0,77,85,1
9205,1,2,1.0,0.0,77,86,0
9206,1,2,1.0,1.0,77,87,1
9207,4,2,0.0,1.0,77,88,1
9208,4,1,0.0,1.0,77,89,0
9209,3,2,1.0,1.0,77,90,0
9210,4,3,0.0,1.0,77,91,0
9211,3,1,0.0,1.0,77,92,0
9212,3,1,0.0,1.0,77,93,0
9213,2,1,0.0,1.0,77,94,1
9214,3,4,0.0,0.0,77,95,0
9215,4,3,0.0,1.0,77,96,0
9216,3,4,0.0,0.0,77,97,1
9217,3,4,1.0,0.0,77,98,0
9218,1,3,0.0,1.0,77,99,0
9219,3,2,1.0,1.0,77,100,0
9220,1,3,0.0,1.0,77,101,0
9221,2,1,0.0,1.0,77,102,1
9222,2,3,0.0,0.0,77,103,0
9223,2,4,0.0,0.0,77,104,1
9224,4,3,0.0,1.0,77,105,0
9225,3,1,0.0,1.0,77,106,1
9226,4,2,0.0,0.0,77,107,0
9227,3,2,1.0,1.0,77,108,0
9228,4,3,0.0,0.0,77,109,0
9229,2,1,0.0,1.0,77,110,1
9230,1,2,1.0,0.0,77,111,1
9231,1,2,1.0,1.0,77,112,0
9232,1,4,1.0,0.0,77,113,1
9233,4,2,0.0,0.0,77,114,1
9234,4,3,0.0,1.0,77,115,0
9235,2,1,0.0,1.0,77,116,1
9236,4,2,0.0,0.0,77,117,1
9237,1,3,1.0,1.0,77,118,0
9238,2,4,0.0,0.0,77,119,0
9239,3,1,1.0,1.0,77,120,1
9240,1,3,1.0,0.0,78,1,0
9241,1,2,1.0,1.0,78,2,1
9242,1,4,1.0,1.0,78,3,0
9243,3,2,0.0,0.0,78,4,1
9244,3,4,0.0,0.0,78,5,0
9245,4,2,0.0,1.0,78,6,0
9246,4,1,0.0,1.0,78,7,1
9247,4,3,0.0,1.0,78,8,1
9248,3,4,0.0,0.0,78,9,0
9249,3,2,1.0,1.0,78,10,1
9250,1,3,1.0,1.0,78,11,0
9251,2,1,0.0,1.0,78,12,1
9252,3,1,1.0,1.0,78,13,1
9253,1,3,0.0,1.0,78,14,0
9254,1,3,1.0,0.0,78,15,1
9255,3,1,0.0,0.0,78,16,0
9256,3,4,1.0,0.0,78,17,0
9257,1,3,1.0,0.0,78,18,0
9258,1,2,1.0,1.0,78,19,0
9259,4,1,0.0,0.0,78,20,1
9260,2,4,0.0,0.0,78,21,1
9261,4,3,0.0,0.0,78,22,0
9262,2,3,0.0,1.0,78,23,0
9263,2,1,0.0,1.0,78,24,1
9264,3,4,1.0,0.0,78,25,1
9265,3,1,0.0,1.0,78,26,0
9266,1,4,1.0,0.0,78,27,1
9267,1,4,0.0,1.0,78,28,0
9268,2,3,0.0,0.0,78,29,0
9269,2,4,0.0,0.0,78,30,0
9270,1,3,1.0,1.0,78,31,0
9271,2,3,0.0,1.0,78,32,1
9272,2,3,0.0,1.0,78,33,0
9273,2,3,0.0,1.0,78,34,1
9274,3,4,0.0,0.0,78,35,1
9275,3,2,1.0,1.0,78,36,0
9276,2,1,0.0,1.0,78,37,0
9277,4,2,0.0,1.0,78,38,1
9278,2,1,0.0,1.0,78,39,1
9279,2,1,0.0,1.0,78,40,1
9280,3,2,0.0,0.0,78,41,1
9281,4,1,1.0,1.0,78,42,0
9282,3,2,0.0,0.0,78,43,1
9283,1,4,0.0,0.0,78,44,0
9284,4,1,0.0,1.0,78,45,1
9285,2,4,0.0,0.0,78,46,1
9286,4,1,1.0,1.0,78,47,0
9287,1,2,1.0,0.0,78,48,1
9288,4,1,0.0,0.0,78,49,1
9289,4,2,0.0,0.0,78,50,1
9290,1,3,1.0,0.0,78,51,0
9291,2,3,0.0,0.0,78,52,1
9292,2,4,0.0,0.0,78,53,0
9293,2,3,0.0,0.0,78,54,1
9294,2,1,0.0,0.0,78,55,1
9295,4,2,0.0,1.0,78,56,1
9296,3,1,1.0,1.0,78,57,1
9297,2,3,0.0,0.0,78,58,0
9298,3,2,1.0,0.0,78,59,0
9299,3,2,1.0,1.0,78,60,0
9300,2,1,0.0,1.0,78,61,0
9301,1,2,1.0,1.0,78,62,0
9302,2,4,0.0,0.0,78,63,1
9303,1,3,1.0,0.0,78,64,0
9304,4,1,0.0,1.0,78,65,1
9305,1,3,0.0,1.0,78,66,0
9306,3,2,1.0,0.0,78,67,0
9307,1,2,1.0,0.0,78,68,0
9308,1,4,1.0,1.0,78,69,1
9309,1,2,1.0,0.0,78,70,1
9310,2,3,0.0,1.0,78,71,1
9311,2,4,0.0,0.0,78,72,1
9312,2,4,0.0,0.0,78,73,0
9313,3,2,1.0,1.0,78,74,0
9314,1,2,1.0,0.0,78,75,1
9315,3,2,0.0,0.0,78,76,1
9316,2,3,0.0,1.0,78,77,0
9317,3,4,0.0,0.0,78,78,1
9318,4,2,0.0,1.0,78,79,0
9319,2,1,0.0,0.0,78,80,1
9320,3,4,1.0,0.0,78,81,1
9321,4,2,0.0,0.0,78,82,1
9322,4,1,0.0,1.0,78,83,1
9323,1,4,1.0,0.0,78,84,0
9324,2,1,0.0,1.0,78,85,1
9325,2,4,0.0,0.0,78,86,0
9326,3,1,1.0,1.0,78,87,1
9327,3,1,0.0,1.0,78,88,0
9328,3,1,0.0,1.0,78,89,0
9329,2,4,0.0,0.0,78,90,1
9330,1,2,1.0,0.0,78,91,1
9331,1,4,1.0,0.0,78,92,0
9332,4,3,0.0,0.0,78,93,1
9333,4,1,0.0,1.0,78,94,0
9334,4,3,0.0,1.0,78,95,1
9335,4,3,0.0,1.0,78,96,1
9336,4,3,0.0,1.0,78,97,1
9337,1,4,0.0,1.0,78,98,0
9338,4,2,0.0,0.0,78,99,1
9339,3,4,1.0,0.0,78,100,0
9340,3,1,0.0,1.0,78,101,0
9341,1,4,0.0,0.0,78,102,1
9342,1,2,1.0,0.0,78,103,1
9343,2,4,0.0,0.0,78,104,0
9344,1,4,1.0,0.0,78,105,1
9345,3,1,1.0,1.0,78,106,0
9346,3,4,0.0,0.0,78,107,1
9347,4,3,0.0,1.0,78,108,1
9348,4,3,0.0,1.0,78,109,0
9349,4,2,0.0,0.0,78,110,0
9350,4,1,0.0,1.0,78,111,0
9351,4,2,0.0,0.0,78,112,0
9352,4,3,0.0,0.0,78,113,0
9353,4,2,0.0,0.0,78,114,0
9354,2,1,0.0,1.0,78,115,1
9355,4,3,0.0,0.0,78,116,1
9356,1,2,1.0,1.0,78,117,1
9357,1,3,1.0,0.0,78,118,1
9358,3,4,0.0,0.0,78,119,0
9359,3,1,0.0,0.0,78,120,1
9360,3,2,1.0,1.0,79,1,0
9361,1,3,1.0,0.0,79,2,0
9362,1,4,1.0,0.0,79,3,1
9363,3,4,0.0,0.0,79,4,0
9364,3,4,1.0,0.0,79,5,1
9365,1,4,1.0,1.0,79,6,0
9366,2,4,0.0,0.0,79,7,1
9367,2,4,0.0,0.0,79,8,1
9368,3,1,0.0,0.0,79,9,1
9369,1,2,1.0,0.0,79,10,0
9370,3,4,0.0,0.0,79,11,1
9371,1,2,1.0,1.0,79,12,1
9372,2,3,0.0,0.0,79,13,1
9373,4,3,0.0,0.0,79,14,0
9374,2,4,0.0,0.0,79,15,0
9375,4,1,0.0,1.0,79,16,0
9376,3,1,0.0,1.0,79,17,0
9377,3,1,1.0,1.0,79,18,1
9378,1,4,0.0,1.0,79,19,0
9379,3,2,0.0,0.0,79,20,0
9380,4,3,0.0,1.0,79,21,0
9381,4,2,0.0,1.0,79,22,0
9382,4,1,1.0,1.0,79,23,1
9383,4,1,0.0,1.0,79,24,0
9384,4,2,0.0,0.0,79,25,1
9385,4,1,0.0,1.0,79,26,0
9386,2,4,0.0,0.0,79,27,1
9387,3,1,0.0,1.0,79,28,1
9388,2,4,0.0,0.0,79,29,1
9389,4,2,0.0,0.0,79,30,1
9390,2,3,0.0,0.0,79,31,0
9391,2,4,0.0,0.0,79,32,0
9392,4,3,0.0,1.0,79,33,1
9393,2,1,0.0,1.0,79,34,0
9394,1,3,1.0,1.0,79,35,0
9395,4,3,0.0,1.0,79,36,1
9396,3,2,1.0,1.0,79,37,1
9397,4,2,0.0,0.0,79,38,0
9398,4,1,1.0,1.0,79,39,1
9399,1,4,1.0,0.0,79,40,0
9400,4,1,0.0,0.0,79,41,0
9401,1,4,0.0,1.0,79,42,1
9402,2,3,0.0,1.0,79,43,0
9403,1,3,1.0,0.0,79,44,0
9404,1,3,1.0,0.0,79,45,1
9405,3,4,1.0,0.0,79,46,0
9406,1,4,1.0,0.0,79,47,1
9407,3,2,1.0,1.0,79,48,1
9408,1,3,1.0,0.0,79,49,0
9409,4,2,0.0,0.0,79,50,1
9410,2,3,0.0,1.0,79,51,1
9411,2,4,0.0,0.0,79,52,1
9412,2,3,0.0,1.0,79,53,1
9413,4,2,0.0,1.0,79,54,0
9414,1,2,1.0,0.0,79,55,1
9415,4,3,0.0,1.0,79,56,0
9416,2,4,0.0,0.0,79,57,0
9417,2,3,0.0,0.0,79,58,0
9418,1,3,1.0,0.0,79,59,0
9419,4,1,0.0,1.0,79,60,0
9420,3,2,1.0,1.0,79,61,0
9421,2,1,0.0,1.0,79,62,1
9422,3,4,0.0,0.0,79,63,0
9423,4,2,0.0,0.0,79,64,1
9424,4,1,0.0,1.0,79,65,1
9425,3,1,0.0,1.0,79,66,0
9426,2,1,0.0,1.0,79,67,1
9427,1,2,1.0,1.0,79,68,1
9428,1,3,1.0,1.0,79,69,0
9429,2,1,0.0,0.0,79,70,0
9430,3,1,1.0,1.0,79,71,0
9431,1,3,0.0,1.0,79,72,0
9432,4,3,0.0,1.0,79,73,1
9433,1,3,1.0,0.0,79,74,1
9434,3,4,1.0,0.0,79,75,0
9435,3,2,1.0,0.0,79,76,0
9436,2,1,0.0,1.0,79,77,0
9437,1,2,1.0,1.0,79,78,1
9438,3,1,1.0,1.0,79,79,0
9439,3,2,1.0,0.0,79,80,0
9440,3,4,0.0,0.0,79,81,0
9441,2,3,0.0,0.0,79,82,1
9442,2,4,0.0,0.0,79,83,1
9443,1,2,1.0,0.0,79,84,1
9444,1,2,1.0,1.0,79,85,0
9445,3,2,0.0,0.0,79,86,0
9446,3,2,0.0,0.0,79,87,1
9447,1,2,1.0,0.0,79,88,1
9448,2,3,0.0,1.0,79,89,0
9449,4,3,0.0,0.0,79,90,1
9450,2,1,0.0,0.0,79,91,1
9451,2,4,0.0,0.0,79,92,1
9452,4,2,0.0,1.0,79,93,0
9453,3,1,0.0,1.0,79,94,0
9454,3,4,0.0,0.0,79,95,1
9455,3,1,0.0,0.0,79,96,1
9456,1,4,0.0,0.0,79,97,0
9457,1,4,1.0,1.0,79,98,0
9458,4,2,0.0,0.0,79,99,1
9459,2,3,0.0,1.0,79,100,0
9460,4,3,0.0,1.0,79,101,0
9461,4,3,0.0,0.0,79,102,1
9462,2,1,0.0,1.0,79,103,1
9463,4,3,0.0,0.0,79,104,0
9464,1,4,1.0,0.0,79,105,1
9465,4,2,0.0,1.0,79,106,1
9466,1,2,1.0,0.0,79,107,0
9467,3,2,0.0,0.0,79,108,0
9468,3,4,0.0,0.0,79,109,0
9469,4,1,0.0,0.0,79,110,0
9470,2,3,0.0,1.0,79,111,1
9471,1,2,1.0,0.0,79,112,1
9472,2,1,0.0,1.0,79,113,1
9473,2,1,0.0,1.0,79,114,1
9474,1,3,0.0,1.0,79,115,0
9475,3,4,1.0,0.0,79,116,0
9476,2,1,0.0,1.0,79,117,1
9477,4,1,0.0,1.0,79,118,1
9478,3,1,1.0,1.0,79,119,0
9479,1,4,0.0,0.0,79,120,1
9480,2,3,0.0,0.0,80,1,1
9481,3,2,1.0,1.0,80,2,1
9482,3,1,1.0,1.0,80,3,1
9483,2,4,0.0,0.0,80,4,1
9484,1,2,1.0,1.0,80,5,1
9485,4,1,0.0,0.0,80,6,1
9486,2,4,0.0,0.0,80,7,0
9487,3,1,0.0,1.0,80,8,1
9488,1,4,1.0,0.0,80,9,1
9489,2,3,0.0,0.0,80,10,1
9490,2,3,0.0,1.0,80,11,0
9491,1,3,1.0,0.0,80,12,1
9492,1,2,1.0,0.0,80,13,0
9493,4,3,0.0,0.0,80,14,1
9494,4,2,0.0,1.0,80,15,0
9495,4,2,0.0,0.0,80,16,0
9496,2,4,0.0,0.0,80,17,0
9497,3,2,0.0,0.0,80,18,1
9498,4,1,0.0,1.0,80,19,0
9499,2,3,0.0,0.0,80,20,1
9500,4,2,0.0,1.0,80,21,0
9501,4,2,0.0,0.0,80,22,0
9502,1,4,0.0,1.0,80,23,0
9503,2,4,0.0,0.0,80,24,1
9504,2,4,0.0,0.0,80,25,0
9505,2,4,0.0,0.0,80,26,0
9506,1,3,1.0,0.0,80,27,1
9507,2,4,0.0,0.0,80,28,1
9508,1,2,1.0,1.0,80,29,0
9509,2,4,0.0,0.0,80,30,1
9510,3,1,1.0,1.0,80,31,1
9511,3,2,1.0,1.0,80,32,1
9512,4,3,0.0,0.0,80,33,1
9513,2,3,0.0,1.0,80,34,1
9514,3,2,0.0,0.0,80,35,1
9515,3,2,1.0,1.0,80,36,0
9516,2,1,0.0,1.0,80,37,1
9517,4,2,0.0,0.0,80,38,0
9518,2,3,0.0,1.0,80,39,0
9519,2,1,0.0,1.0,80,40,0
9520,2,1,0.0,0.0,80,41,1
9521,4,3,0.0,1.0,80,42,0
9522,2,1,0.0,1.0,80,43,0
9523,3,1,0.0,1.0,80,44,0
9524,1,4,1.0,0.0,80,45,0
9525,2,3,0.0,1.0,80,46,0
9526,2,1,0.0,0.0,80,47,0
9527,1,4,1.0,1.0,80,48,1
9528,1,4,1.0,1.0,80,49,0
9529,1,2,1.0,1.0,80,50,1
9530,3,4,1.0,0.0,80,51,0
9531,3,1,1.0,1.0,80,52,0
9532,4,3,0.0,0.0,80,53,1
9533,3,1,0.0,1.0,80,54,0
9534,4,1,0.0,1.0,80,55,0
9535,4,1,0.0,0.0,80,56,1
9536,4,2,0.0,1.0,80,57,1
9537,2,3,0.0,1.0,80,58,1
9538,1,4,0.0,1.0,80,59,0
9539,4,3,0.0,1.0,80,60,0
9540,4,2,0.0,0.0,80,61,1
9541,3,4,0.0,0.0,80,62,0
9542,3,4,0.0,0.0,80,63,1
9543,3,4,0.0,0.0,80,64,0
9544,4,2,0.0,0.0,80,65,1
9545,3,2,1.0,0.0,80,66,0
9546,4,1,1.0,1.0,80,67,1
9547,3,4,0.0,0.0,80,68,1
9548,3,4,1.0,0.0,80,69,0
9549,3,4,1.0,0.0,80,70,0
9550,4,1,0.0,1.0,80,71,1
9551,3,4,0.0,0.0,80,72,1
9552,3,4,1.0,0.0,80,73,0
9553,2,4,0.0,0.0,80,74,0
9554,2,1,0.0,1.0,80,75,0
9555,1,2,1.0,1.0,80,76,0
9556,1,3,0.0,1.0,80,77,1
9557,1,2,1.0,0.0,80,78,0
9558,3,2,0.0,0.0,80,79,1
9559,2,3,0.0,0.0,80,80,0
9560,1,4,1.0,0.0,80,81,0
9561,4,1,0.0,1.0,80,82,1
9562,4,1,0.0,1.0,80,83,0
9563,3,2,0.0,0.0,80,84,1
9564,3,1,0.0,0.0,80,85,1
9565,2,1,0.0,1.0,80,86,1
9566,4,3,0.0,1.0,80,87,0
9567,4,1,0.0,1.0,80,88,1
9568,1,2,1.0,0.0,80,89,1
9569,4,3,0.0,1.0,80,90,0
9570,3,1,1.0,1.0,80,91,1
9571,3,2,1.0,1.0,80,92,0
9572,1,3,1.0,0.0,80,93,0
9573,4,2,0.0,1.0,80,94,1
9574,1,4,0.0,0.0,80,95,1
9575,1,3,0.0,1.0,80,96,1
9576,4,3,0.0,1.0,80,97,0
9577,3,2,1.0,0.0,80,98,1
9578,1,2,1.0,0.0,80,99,1
9579,3,1,0.0,1.0,80,100,1
9580,1,3,1.0,0.0,80,101,1
9581,3,1,0.0,0.0,80,102,0
9582,1,3,1.0,0.0,80,103,1
9583,4,3,0.0,0.0,80,104,1
9584,1,4,1.0,0.0,80,105,1
9585,1,2,1.0,0.0,80,106,0
9586,1,3,1.0,0.0,80,107,0
9587,4,1,1.0,1.0,80,108,1
9588,1,2,1.0,0.0,80,109,1
9589,3,4,0.0,0.0,80,110,1
9590,2,3,0.0,1.0,80,111,1
9591,1,3,1.0,1.0,80,112,1
9592,2,1,0.0,1.0,80,113,0
9593,2,4,0.0,0.0,80,114,1
9594,2,1,0.0,1.0,80,115,0
9595,4,2,0.0,0.0,80,116,1
9596,2,1,0.0,1.0,80,117,0
9597,4,3,0.0,1.0,80,118,1
9598,1,4,0.0,0.0,80,119,1
9599,1,3,1.0,1.0,80,120,0
9600,4,3,0.0,1.0,81,1,1
9601,1,4,0.0,0.0,81,2,1
9602,4,2,0.0,1.0,81,3,1
9603,1,2,1.0,0.0,81,4,0
9604,2,4,0.0,0.0,81,5,0
9605,2,3,0.0,1.0,81,6,1
9606,2,4,0.0,0.0,81,7,0
9607,3,2,0.0,0.0,81,8,0
9608,4,3,0.0,1.0,81,9,0
9609,3,4,1.0,0.0,81,10,1
9610,2,4,0.0,0.0,81,11,1
9611,1,4,1.0,0.0,81,12,0
9612,2,3,0.0,1.0,81,13,1
9613,3,4,1.0,0.0,81,14,1
9614,4,1,0.0,0.0,81,15,0
9615,1,3,1.0,0.0,81,16,0
9616,4,2,0.0,0.0,81,17,0
9617,3,2,1.0,1.0,81,18,0
9618,2,3,0.0,0.0,81,19,0
9619,3,4,0.0,0.0,81,20,1
9620,3,1,1.0,1.0,81,21,0
9621,4,2,0.0,1.0,81,22,0
9622,3,1,0.0,1.0,81,23,1
9623,1,3,1.0,0.0,81,24,1
9624,3,1,0.0,1.0,81,25,0
9625,2,1,0.0,1.0,81,26,0
9626,4,1,0.0,1.0,81,27,1
9627,2,4,0.0,0.0,81,28,0
9628,3,4,0.0,0.0,81,29,0
9629,4,3,0.0,1.0,81,30,1
9630,4,3,0.0,0.0,81,31,1
9631,4,1,0.0,1.0,81,32,1
9632,1,2,1.0,0.0,81,33,1
9633,1,2,1.0,0.0,81,34,1
9634,3,4,1.0,0.0,81,35,0
9635,3,1,1.0,1.0,81,36,0
9636,2,1,0.0,0.0,81,37,0
9637,1,2,1.0,1.0,81,38,1
9638,2,1,0.0,1.0,81,39,1
9639,1,4,1.0,0.0,81,40,0
9640,2,4,0.0,0.0,81,41,1
9641,4,1,0.0,1.0,81,42,1
9642,1,2,1.0,1.0,81,43,0
9643,4,2,0.0,0.0,81,44,0
9644,1,4,1.0,1.0,81,45,1
9645,3,1,0.0,0.0,81,46,1
9646,3,1,0.0,1.0,81,47,1
9647,4,3,0.0,0.0,81,48,1
9648,3,4,0.0,0.0,81,49,1
9649,3,4,0.0,0.0,81,50,0
9650,1,4,0.0,1.0,81,51,0
9651,2,3,0.0,1.0,81,52,0
9652,2,3,0.0,1.0,81,53,0
9653,2,3,0.0,0.0,81,54,0
9654,3,1,1.0,1.0,81,55,0
9655,1,3,0.0,1.0,81,56,0
9656,4,3,0.0,1.0,81,57,0
9657,3,4,0.0,0.0,81,58,1
9658,4,3,0.0,1.0,81,59,1
9659,1,3,0.0,1.0,81,60,0
9660,3,2,1.0,0.0,81,61,1
9661,3,1,0.0,0.0,81,62,0
9662,2,3,0.0,0.0,81,63,0
9663,3,2,0.0,0.0,81,64,1
9664,4,2,0.0,0.0,81,65,0
9665,4,1,0.0,0.0,81,66,1
9666,2,1,0.0,1.0,81,67,0
9667,1,3,1.0,0.0,81,68,1
9668,3,2,1.0,1.0,81,69,0
9669,1,2,1.0,0.0,81,70,0
9670,3,2,1.0,1.0,81,71,1
9671,2,4,0.0,0.0,81,72,1
9672,2,4,0.0,0.0,81,73,0
9673,4,3,0.0,0.0,81,74,1
9674,1,2,1.0,0.0,81,75,0
9675,3,4,1.0,0.0,81,76,0
9676,2,3,0.0,1.0,81,77,0
9677,2,1,0.0,1.0,81,78,1
9678,1,4,1.0,1.0,81,79,1
9679,4,2,0.0,0.0,81,80,1
9680,1,4,1.0,0.0,81,81,0
9681,2,1,0.0,1.0,81,82,1
9682,3,2,1.0,1.0,81,83,0
9683,2,4,0.0,0.0,81,84,1
9684,4,2,0.0,0.0,81,85,0
9685,1,3,1.0,0.0,81,86,0
9686,2,1,0.0,0.0,81,87,1
9687,4,1,1.0,1.0,81,88,0
9688,2,3,0.0,0.0,81,89,0
9689,3,1,0.0,1.0,81,90,1
9690,2,1,0.0,1.0,81,91,1
9691,2,4,0.0,0.0,81,92,0
9692,1,2,1.0,1.0,81,93,0
9693,4,2,0.0,1.0,81,94,1
9694,1,4,0.0,0.0,81,95,0
9695,1,3,1.0,1.0,81,96,0
9696,4,2,0.0,0.0,81,97,1
9697,2,3,0.0,1.0,81,98,1
9698,2,4,0.0,0.0,81,99,0
9699,1,4,1.0,0.0,81,100,1
9700,3,1,1.0,1.0,81,101,1
9701,1,2,1.0,1.0,81,102,0
9702,4,1,0.0,1.0,81,103,1
9703,2,1,0.0,1.0,81,104,0
9704,4,2,0.0,1.0,81,105,0
9705,3,4,0.0,0.0,81,106,0
9706,4,1,1.0,1.0,81,107,0
9707,3,2,0.0,0.0,81,108,1
9708,2,1,0.0,1.0,81,109,1
9709,4,3,0.0,0.0,81,110,1
9710,1,4,0.0,1.0,81,111,1
9711,4,3,0.0,1.0,81,112,1
9712,3,2,1.0,0.0,81,113,1
9713,4,1,0.0,1.0,81,114,0
9714,1,2,1.0,0.0,81,115,1
9715,1,3,1.0,0.0,81,116,1
9716,3,2,0.0,0.0,81,117,0
9717,1,3,1.0,0.0,81,118,0
9718,4,1,0.0,1.0,81,119,0
9719,1,3,1.0,1.0,81,120,0
9720,1,2,1.0,1.0,82,1,1
9721,2,4,0.0,0.0,82,2,0
9722,3,1,0.0,1.0,82,3,1
9723,2,1,0.0,1.0,82,4,0
9724,2,1,0.0,0.0,82,5,0
9725,1,3,1.0,0.0,82,6,1
9726,2,4,0.0,0.0,82,7,1
9727,2,3,0.0,0.0,82,8,0
9728,4,3,0.0,0.0,82,9,1
9729,4,2,0.0,1.0,82,10,0
9730,1,3,1.0,1.0,82,11,0
9731,3,4,1.0,0.0,82,12,1
9732,4,1,0.0,1.0,82,13,0
9733,2,4,0.0,0.0,82,14,0
9734,2,1,0.0,1.0,82,15,1
9735,3,2,1.0,0.0,82,16,0
